ID,var_rpta_alt,Prob_uno
493788#717366#362976,1,0.7731
183351#230696#852140,0,0.3934
236689#311559#771585,1,0.6381
238487#1004493#75849,1,0.777
101339#187730#900428,1,0.781
112176#774663#305679,0,0.1388
29469#467278#613064,0,0.4524
558850#699602#380740,0,0.4449
343769#490798#589544,1,0.6693
356673#491232#589110,0,0.1379
529113#1064242#16100,1,0.6095
583714#819002#261340,1,0.7495
506803#724662#355680,0,0.3075
427801#827156#253186,1,0.6779
581627#386818#693031,1,0.7137
65401#391511#688395,0,0.1017
296606#497365#582977,1,0.5282
328878#52342#1052607,0,0.3298
219484#808494#271848,1,0.5499
56494#1054644#25698,0,0.2179
1570#276940#806088,0,0.2873
80118#45459#1059371,0,0.2758
176361#461575#618765,1,0.5152
148716#461681#618658,0,0.4181
74558#392912#686996,1,0.6956
299583#1077592#2750,0,0.4165
434517#1070518#9824,0,0.4212
369282#747841#332501,0,0.2635
117351#812346#267996,0,0.481
66369#627692#452650,0,0.4057
15682#496675#583667,0,0.4914
212570#468248#612094,1,0.5221
295423#652940#427402,0,0.0424
182604#511197#569145,0,0.0784
278445#713641#366701,0,0.3258
161671#281153#801893,1,0.5122
294077#689984#390358,0,0.1298
301663#721109#359233,1,0.6385
251208#507032#573310,1,0.7485
432403#597510#482832,0,0.15
398699#315429#767711,0,0.188
617549#140940#947159,0,0.2521
583831#890486#189856,0,0.2647
87159#183771#904364,1,0.6004
267891#247723#835279,0,0.2505
212339#550588#529754,0,0.2563
391435#609571#470771,1,0.7415
132314#693365#386977,1,0.9318
388231#591392#488950,0,0.1566
617302#500830#579512,1,0.526
594904#1020248#60094,1,0.6436
233229#1029133#51209,0,0.1581
89303#147310#940783,0,0.1568
80547#263592#819395,1,0.5513
49698#406853#673071,0,0.3184
54151#769817#310525,0,0.398
625557#375381#704471,1,0.6053
577089#379100#700757,0,0.4335
439477#708474#371868,0,0.2563
291596#670670#409672,0,0.1215
503572#867829#212513,0,0.3493
520380#867996#212346,0,0.1377
24077#214494#868265,1,0.623
123560#329231#751463,0,0.1622
225729#869279#211063,0,0.2055
276581#763613#316729,0,0.3855
379328#503012#577330,1,0.5075
417311#896209#184133,0,0.2429
553534#805929#274413,0,0.4287
277897#436680#643594,0,0.3112
305964#31950#877998,0,0.1848
449#473144#607198,0,0.3824
24656#327238#755890,0,0.3842
259991#186175#901976,0,0.1563
200921#543042#537300,0,0.1514
260092#952198#128144,0,0.2892
56082#819429#260913,0,0.2878
15289#482521#597821,0,0.202
369887#692406#387936,0,0.4297
275804#1059696#20646,1,0.7592
455725#146405#941690,0,0.4157
360381#77106#1027978,1,0.6015
278421#494594#585748,0,0.327
83205#900453#179889,0,0.2738
232202#735637#344705,0,0.482
285759#492590#587752,0,0.1222
35732#508202#572140,1,0.7662
6174#537047#543295,0,0.2043
288573#1058925#21417,0,0.2255
425652#862868#217474,1,0.6381
385333#87055#1018210,0,0.1868
305424#28810#749875,0,0.1445
320584#417738#662260,0,0.4565
413937#125580#962253,1,0.6536
9387#88113#1017190,0,0.1681
6214#808658#271684,0,0.404
80639#436430#643830,1,0.6446
44872#681276#399066,0,0.3706
99793#1033701#46641,0,0.0941
218936#561468#518874,0,0.1848
446078#269042#813969,0,0.348
389339#563264#517078,1,0.5132
524837#397266#682634,0,0.4839
108428#329187#751506,1,0.842
433944#50080#1054767,0,0.2955
499878#208526#874186,1,0.9068
164040#844519#235823,0,0.1771
133921#87269#1017994,0,0.1489
166545#1058130#22212,0,0.3006
363912#1047603#32739,0,0.3199
407811#144546#943554,1,0.7163
480842#312371#770773,1,0.6307
521173#616508#463834,0,0.4527
514200#494802#585540,0,0.3637
537437#386723#693128,1,0.7535
416358#696024#384318,0,0.4304
495639#832864#247478,1,0.6059
68388#828283#252059,1,0.7441
551501#817439#262903,1,0.5848
620860#1070150#10192,1,0.6766
150091#531526#548816,0,0.483
88916#703338#377004,0,0.2438
467732#232606#850227,1,0.6599
233031#519289#561053,0,0.1023
130643#839132#241210,0,0.1504
328838#737208#343134,1,0.5429
552251#141697#946402,0,0.3256
370678#349984#730777,0,0.305
181560#717703#362639,0,0.1995
197753#450224#630147,1,0.7158
297215#886271#194071,0,0.4443
527105#982003#98339,0,0.3679
299903#972666#107676,1,0.6202
629240#843034#237308,0,0.4118
312580#968570#111772,0,0.4533
229336#99844#987938,0,0.172
78219#747179#333163,0,0.0366
375465#106595#981191,0,0.1203
191408#253075#829933,0,0.3485
282191#778653#301689,1,0.5604
437858#513142#567200,0,0.4584
541742#215320#867434,1,0.5604
538976#679875#400467,0,0.3073
634312#771839#308503,1,0.6555
305789#2947#999521,0,0.0184
295385#11164#1008140,1,0.6218
106792#230118#852714,1,0.5046
154031#208554#874160,1,0.7025
395407#632441#447901,1,0.6384
358387#589999#490343,0,0.3263
35821#504808#575534,1,0.5387
317089#361984#717873,1,0.8353
228828#576040#504302,0,0.2701
243342#824309#256033,0,0.2322
247297#981402#98940,0,0.4822
21209#545263#535079,0,0.3147
50460#708368#371974,1,0.6252
119729#511039#569303,0,0.0916
92220#1070332#10010,0,0.4762
17245#571360#508982,0,0.2511
161370#1070107#10235,0,0.4698
427355#1063305#17037,1,0.5607
456168#268364#814650,0,0.4984
114085#88529#1016770,1,0.5074
328983#682677#397665,0,0.2801
318943#714919#365423,0,0.3835
490109#83880#1021370,0,0.4695
448648#377561#702301,0,0.3226
271287#561918#518424,0,0.109
493432#165210#922908,0,0.4899
482272#494290#586052,0,0.3128
537842#427627#652355,1,0.7781
629501#156954#931142,1,0.7947
621587#157768#930333,0,0.3662
310686#657003#423339,1,0.6825
43018#4004#1073070,0,0.4879
17526#950268#130074,1,0.5375
165105#521678#558664,0,0.2537
380735#992031#88311,0,0.4608
562339#696018#384324,0,0.4653
310144#1005299#75043,0,0.2964
428443#400022#679887,1,0.6071
205367#205264#879994,0,0.1839
504914#707986#372356,0,0.3457
606234#271218#811793,1,0.5686
262618#699544#380798,0,0.4677
251592#825498#254844,0,0.3674
227900#955601#124741,1,0.5781
55168#1060406#19936,0,0.1369
88801#647068#433274,1,0.617
322332#136949#951157,0,0.3034
330846#58660#1046321,0,0.436
540809#1049901#30441,0,0.4802
558786#998250#82092,1,0.507
276159#208892#873834,1,0.7001
583122#644290#436052,0,0.3485
417108#444536#635795,1,0.5432
527380#183332#904805,0,0.2203
576202#354032#725831,0,0.305
488088#993167#87175,1,0.8844
146186#291049#792008,0,0.2139
53295#229979#852855,0,0.4723
281053#476104#604238,0,0.2026
203273#472756#607586,1,0.5267
429581#377256#702599,0,0.1902
252347#122743#965074,0,0.2958
452933#527573#552769,1,0.8439
597753#811077#269265,1,0.6561
318641#244166#838833,1,0.7713
200996#336065#744520,1,0.9307
227895#398976#680939,1,0.6518
264651#694512#385830,0,0.3548
291596#670512#409830,0,0.0695
316522#803421#276921,0,0.3871
22031#543186#537156,0,0.2887
556432#62841#1042146,0,0.3131
52908#690658#389684,0,0.2211
530693#605805#474537,0,0.437
526354#661806#418536,1,0.7224
463929#710815#369527,1,0.6719
364784#319702#763449,0,0.4552
634642#125021#962804,0,0.2782
359724#968417#111925,0,0.3422
173085#468465#611877,1,0.5286
245375#1026607#53735,0,0.2324
186066#252072#830935,1,0.5806
98382#802388#277954,1,0.588
302441#1041493#38849,0,0.4466
390308#364576#715276,0,0.4617
334004#413417#666498,1,0.657
374827#803186#277156,1,0.6599
92871#31623#885135,0,0.2463
367406#400512#679394,1,0.759
374788#1037899#42443,0,0.3265
620646#528713#551629,0,0.2934
449333#719002#361340,0,0.3919
402369#800166#280176,0,0.4862
418219#467178#613164,0,0.3861
376756#253529#829471,0,0.3836
604063#76032#1029036,0,0.3205
32982#461043#619297,0,0.3512
108155#1033659#46683,0,0.2105
1032#349429#731328,1,0.6137
313260#27674#883412,0,0.0401
403387#236515#846414,1,0.7581
286840#323791#759340,0,0.478
380249#123652#964173,1,0.7311
342273#57340#1047621,0,0.4608
350833#249905#833097,1,0.5113
307174#587612#492730,1,0.5134
361954#1049864#30478,1,0.6494
484881#769539#310803,0,0.4635
200414#307302#775820,0,0.349
264686#17019#999635,0,0.3717
76050#833239#247103,1,0.5211
269669#168260#919873,1,0.7741
481296#981518#98824,0,0.2093
542110#219025#863753,0,0.1393
572009#729462#350880,1,0.809
470748#701355#378987,0,0.2894
558978#741710#338632,1,0.5694
526650#485181#595161,0,0.3227
74182#999305#81037,1,0.5047
91549#24888#1011861,0,0.3888
465984#783302#297040,0,0.3325
422424#388004#691847,1,0.657
295985#945841#134501,0,0.332
377160#549797#530545,0,0.0964
274906#797949#282393,0,0.1272
617523#592825#487517,0,0.3082
111#833690#246652,0,0.4673
263125#980464#99878,0,0.418
494974#291504#791558,1,0.6317
520145#234933#847938,1,0.8711
23390#234756#848112,1,0.8562
170112#590998#489344,0,0.0823
464#385414#694439,1,0.504
127342#1025179#55163,0,0.3736
380689#294506#788586,0,0.4702
277019#764008#316334,0,0.2879
176058#766636#313706,0,0.2959
32112#701307#379035,0,0.318
205092#867486#212856,0,0.0726
342100#53992#1050957,0,0.4022
554829#1035978#44364,1,0.8437
486107#369755#710099,1,0.7967
371486#426573#653407,1,0.5877
604773#1020322#60020,0,0.2737
245553#1036792#43550,1,0.5836
452454#150403#937691,0,0.342
182989#467603#612739,0,0.0687
112376#411911#668008,0,0.4147
113873#172259#915864,0,0.4204
62878#330630#750079,1,0.7982
22672#155584#932521,0,0.3238
423440#190026#898209,1,0.5481
463265#145417#942679,0,0.2336
56564#1056294#24048,0,0.2117
469422#644395#435947,0,0.4455
455957#422788#657195,1,0.7547
305112#30204#1009268,0,0.055
422113#421646#658340,1,0.7726
291206#94046#993729,1,0.6769
312128#21285#1006976,0,0.0314
392726#607954#472388,0,0.1068
550240#346366#734341,0,0.1766
67768#790831#289511,0,0.1961
216796#459205#621134,1,0.6706
174005#824825#255517,0,0.371
410412#841309#239033,0,0.3922
611558#666268#414074,0,0.1368
576177#293445#789635,1,0.5759
610187#536758#543584,0,0.3859
490173#63228#1041760,0,0.4477
375857#846795#233547,1,0.5313
58351#327887#755253,1,0.6271
90593#174601#913507,1,0.5609
258373#835198#245144,0,0.2867
283730#643946#436396,0,0.2698
195341#363472#716380,0,0.368
333948#974898#105444,0,0.3777
471657#320590#762567,0,0.4456
422784#520927#559415,1,0.7806
334691#717947#362395,1,0.6195
604879#62948#1042037,1,0.6819
517805#176497#911610,1,0.5441
370826#103201#984570,1,0.929
339638#58043#1046930,0,0.2948
141073#484025#596317,1,0.6659
335753#447444#632903,0,0.0831
122110#882212#198130,0,0.2966
25075#875425#204917,1,0.6278
478716#259659#798649,1,0.5981
563751#569825#510517,1,0.6975
302441#1041559#38783,0,0.3101
315417#994301#86041,0,0.4004
344102#1004214#76128,1,0.5535
391614#851993#228349,0,0.2463
148973#944906#135436,1,0.6014
186386#230631#852205,1,0.8451
59992#772209#308133,1,0.6542
187261#230223#852611,0,0.3197
338861#171974#916152,0,0.206
466897#823965#256377,1,0.5315
469542#6922#999430,1,0.5257
464167#51586#1032137,1,0.641
356475#383452#696402,1,0.5023
350797#798028#282314,1,0.6871
234581#1068568#11774,0,0.4539
16115#305350#777753,1,0.5464
42285#437237#643052,1,0.6542
270492#377993#701865,0,0.2673
378989#733742#346600,1,0.5853
491251#878588#201754,1,0.549
462861#81144#1024109,0,0.2754
391260#275014#808014,0,0.3207
610854#263356#819633,0,0.377
57263#395293#684616,0,0.2653
611273#667390#412952,1,0.5749
632237#292549#790518,1,0.8012
22759#82804#1022447,0,0.1295
111160#172995#915129,1,0.8392
606359#103936#983836,1,0.7455
36086#948415#131927,0,0.3155
252431#214265#868496,1,0.7152
12991#531445#548897,0,0.2194
28218#924192#156150,0,0.2437
462073#636922#443420,1,0.5818
43170#884609#195733,1,0.6874
499678#996241#84101,0,0.3642
343311#159303#928804,1,0.5782
393659#756625#323717,0,0.1438
611713#739141#341201,1,0.5519
394186#961122#119220,1,0.5409
62897#434234#645927,0,0.3756
140209#517080#563262,1,0.5388
222474#688819#391523,1,0.5774
328917#375201#704647,1,0.717
319093#749209#331133,0,0.4605
364518#654151#426191,1,0.5214
601596#74698#1030355,1,0.7265
374822#862299#218043,1,0.7097
632912#751042#329300,0,0.0857
549350#529348#550994,0,0.1611
189197#446783#633562,0,0.3153
28350#624472#455870,1,0.9107
145327#138063#950035,0,0.4023
42484#762102#318240,0,0.1627
237720#784030#296312,0,0.4802
85641#707436#372906,0,0.2672
103865#612036#468306,0,0.1906
246443#948514#131828,0,0.3934
194834#599233#481109,0,0.1652
125653#136438#951659,1,0.7187
536774#412793#667121,1,0.5568
438532#268837#814176,1,0.8416
357450#346274#734433,0,0.4698
377857#1076338#4004,0,0.3667
205369#1015222#65120,0,0.3013
416945#738183#342159,0,0.257
102160#644518#435824,0,0.4455
329781#171002#917137,0,0.3997
575100#819044#261298,1,0.7823
362312#218958#863821,1,0.7443
13184#1047290#33052,1,0.5387
185986#474615#605727,0,0.3864
183247#235697#847198,0,0.1327
235091#435403#644810,1,0.6992
242351#330730#749822,1,0.6476
273403#1041102#39240,0,0.3906
503676#73305#1031748,0,0.2076
389185#1067131#13211,1,0.5014
498073#247549#835455,1,0.586
380983#336436#744145,1,0.6949
306708#32321#877648,0,0.1238
420959#828814#251528,0,0.2904
402379#974656#105686,0,0.1324
343250#56520#1048427,0,0.4091
315685#6702#876822,0,0.3087
402799#322337#760804,0,0.1514
166025#942590#137752,1,0.5202
444218#949774#130568,0,0.2461
514347#380234#699622,0,0.1857
306740#29988#1008277,0,0.0362
517692#818663#261679,0,0.4404
549919#593000#487342,0,0.1511
535697#669787#410555,0,0.4376
627039#794064#286278,0,0.1946
182155#596388#483954,0,0.1909
188958#91543#996220,0,0.2468
346148#280161#802883,1,0.703
260526#1017604#62738,0,0.3028
62318#1035342#45000,0,0.1095
384422#216367#866404,1,0.8196
339287#633027#447315,0,0.405
353342#60174#1044804,0,0.3047
40270#168311#919821,1,0.724
176905#355104#724765,0,0.4413
478114#692078#388264,0,0.3299
399056#1060020#20322,1,0.5484
502731#138265#949834,1,0.6976
18544#740303#340039,1,0.5869
149727#597936#482406,1,0.551
456777#494296#586046,0,0.4866
422172#732227#348115,0,0.2696
495523#955022#125320,1,0.5621
511713#772990#307352,0,0.371
433811#233665#849166,0,0.4355
207669#539755#540587,0,0.2978
21779#337491#743123,1,0.5467
139486#244957#838039,1,0.6135
54367#760530#319812,0,0.3234
205239#664350#415992,0,0.3638
368666#507574#572768,0,0.2068
515601#109837#977960,0,0.428
309009#1064375#15967,1,0.6195
570278#653998#426344,1,0.6107
156365#548151#532191,0,0.3803
457444#508392#571950,1,0.5762
33615#647555#432787,1,0.559
195539#811910#268432,1,0.5398
255463#866639#213703,1,0.5872
562691#450978#629383,1,0.5467
269253#323750#759383,0,0.2162
514009#630977#449365,0,0.374
257460#977812#102530,0,0.3068
536428#493313#587029,0,0.4179
198582#219599#863192,1,0.5988
561422#667632#412710,1,0.6376
188958#997408#82934,1,0.63
418851#678796#401546,0,0.3859
152056#346255#734452,0,0.4276
81635#312571#770570,1,0.8288
112867#628774#451568,1,0.678
87190#654267#426075,0,0.0927
493716#511541#568801,0,0.2533
118800#447565#632782,0,0.0724
364814#551666#528676,0,0.4709
435187#723236#357106,1,0.5701
433020#979831#100511,1,0.7644
100904#658858#421484,0,0.4369
249158#622895#457447,1,0.5504
123173#164644#923475,0,0.1668
254729#135605#952484,0,0.384
200672#608500#471842,0,0.0353
524622#503017#577325,0,0.206
280900#15878#1078661,0,0.1303
334558#787004#293338,0,0.2363
624693#872582#207760,0,0.1392
543856#2547#1076443,1,0.6859
434193#1060875#19467,1,0.6802
508071#1069448#10894,0,0.4876
400617#457394#622938,1,0.5028
573155#383589#696264,0,0.478
566485#666820#413522,0,0.2624
588155#137204#950902,0,0.3708
212302#516031#564311,0,0.3506
47186#94699#993075,1,0.522
202516#310201#772940,0,0.2236
295736#451243#629113,1,0.7088
280298#169200#918933,1,0.7913
512266#873809#206533,0,0.3667
542916#672597#407745,1,0.5528
601408#288062#795008,0,0.4949
481883#883364#196978,1,0.5174
612168#655806#424536,0,0.4588
613864#136610#951492,1,0.7147
5588#759180#321162,0,0.453
233522#723019#357323,0,0.3924
219535#724205#356137,0,0.2579
144990#89185#1016122,0,0.3606
176943#764351#315991,0,0.3434
444992#828763#251579,1,0.6642
308472#965000#115342,1,0.5811
252426#877154#203188,0,0.3316
544063#502936#577406,1,0.547
599326#497151#583191,1,0.7121
354480#367696#712166,0,0.3612
95008#399106#680807,0,0.287
74194#522417#557925,0,0.3342
228484#587177#493165,0,0.163
248908#438694#641614,0,0.4852
307682#12156#876330,0,0.1284
26650#826800#253542,0,0.1754
65714#618601#461741,0,0.3496
535601#401624#678292,1,0.8691
336249#805417#274925,1,0.569
576833#687022#393320,1,0.509
53955#368132#711730,1,0.7252
78894#158540#929571,1,0.6335
47384#657357#422985,0,0.2803
4072#390191#689686,0,0.1515
382349#467596#612746,1,0.5307
107545#894886#185456,1,0.6009
7160#782949#297393,0,0.2688
237882#542512#537830,0,0.3992
541396#672721#407621,1,0.7978
150735#979813#100529,0,0.1983
558950#801865#278477,1,0.527
93663#260021#822959,0,0.0756
103192#187546#900608,1,0.5352
3261#833728#246614,1,0.7029
256286#992400#87942,0,0.4221
305022#471008#609334,1,0.6359
496544#280033#803011,1,0.5741
522096#502740#577602,0,0.0701
414846#969808#110534,1,0.7399
615213#376552#703301,0,0.4332
405923#956563#123779,1,0.6375
534308#91854#995911,0,0.0267
119259#540683#539659,0,0.4342
53152#213165#869590,1,0.7703
28066#253312#829688,0,0.3018
208160#578119#502223,0,0.281
229612#827788#252554,0,0.2043
48522#851386#228956,1,0.6592
66115#648370#431972,0,0.3351
418847#469625#610717,0,0.163
493400#422622#657364,1,0.7634
523439#401370#678543,0,0.4563
523889#34487#1070552,1,0.7433
179491#511362#568980,0,0.2419
500739#186292#901858,1,0.847
412750#809304#271038,0,0.3524
319902#567255#513087,0,0.4739
238562#685000#395342,1,0.5821
611868#691526#388816,0,0.3235
60299#639125#441217,0,0.4904
145477#956249#124093,0,0.3371
243682#331247#749312,1,0.84
256385#506724#573618,0,0.2439
232005#134513#953544,0,0.3375
75499#339321#741321,0,0.3897
329005#371172#708678,0,0.2043
304418#162117#925989,1,0.6284
6470#732149#348193,1,0.7181
139594#516510#563832,0,0.0497
426528#336059#744526,1,0.5171
573161#905404#174938,0,0.3613
515345#770754#309588,1,0.68
115609#752884#327458,0,0.4508
80621#452547#627806,0,0.2025
166409#896231#184111,0,0.4357
187391#712907#367435,1,0.5896
312899#22792#1002518,0,0.0438
500812#803498#276844,0,0.2788
391893#470075#610267,1,0.6089
438924#994692#85650,0,0.2577
125373#588848#491494,1,0.5974
601729#638882#441460,0,0.3996
16488#133892#954120,0,0.2102
182605#114480#973339,1,0.7213
145295#434123#646036,0,0.4611
159805#94281#993498,1,0.5291
118178#123825#964004,1,0.6187
263097#495168#585174,0,0.171
14289#430245#649761,1,0.559
25774#702341#378001,1,0.5884
426119#759188#321154,0,0.255
617821#894780#185562,0,0.2683
486739#707638#372704,0,0.2853
422586#809250#271092,1,0.5463
401272#607948#472394,0,0.2228
472688#189449#898782,0,0.2441
137769#673113#407229,0,0.4812
211786#283391#799663,0,0.1045
215026#490268#590074,1,0.6467
199770#507769#572573,1,0.6702
179417#524481#555861,0,0.4636
538845#92976#994791,1,0.8308
312627#27094#997303,0,0.0373
449214#121553#966268,1,0.5088
280227#412444#667473,0,0.2664
608415#56732#1048214,0,0.1748
62168#659320#421022,1,0.5416
604516#527138#553204,1,0.6391
377945#835077#245265,1,0.6812
274274#988097#92245,0,0.3692
465438#947317#133025,0,0.1077
178481#740487#339855,0,0.4756
227791#228769#854064,1,0.7472
1480#654434#425908,0,0.1805
176243#88423#1016879,1,0.6207
155583#936182#144160,0,0.4284
442964#883122#197220,0,0.1082
144533#245567#837429,0,0.2416
302777#622665#457677,1,0.7226
330583#493241#587101,1,0.745
283484#130683#957168,1,0.5533
339318#694641#385701,0,0.28
460669#553941#526401,0,0.4646
112031#138387#949714,1,0.588
86298#676229#404113,0,0.1845
140533#627385#452957,1,0.5203
557385#523765#556577,0,0.3698
405539#413214#666701,1,0.5553
593447#774672#305670,0,0.259
614502#694163#386179,0,0.2302
4241#555839#524503,0,0.1193
158434#823026#257316,0,0.4876
37394#948573#131769,1,0.5354
70083#484687#595655,1,0.6084
81546#514410#565932,0,0.3884
79396#257139#825837,0,0.2534
277972#765751#314591,0,0.329
543597#1044478#35864,1,0.5878
275547#98610#989160,1,0.678
518010#621721#458621,1,0.6168
